Symbol,Name,Last,Change,%Chg,IV Rank,Options Vol,% Put,% Call,Put/Call Vol,Time
LVS,Las Vegas Sands,57.75,-0.81,-1.38%,2.18%,41561,21.7%,78.3%,0.27769921298574,05/28/21
AMAT,Applied Materials,138.13,0.31,+0.22%,12.65%,40769,28.7%,71.3%,0.40234589983489,05/28/21
RMO,Romeo Power Inc,8.48,0.1,+1.19%,8.46%,39944,3.0%,97.0%,0.03060013416585,05/28/21
CP,Canadian Pacific Railway,81.26,0.67,+0.83%,16.24%,38819,98.8%,1.2%,85.649553571429,05/28/21
PYPL,Paypal Holdings,260.02,0.55,+0.21%,0.00%,37302,31.3%,68.7%,0.45534704069291,05/28/21
BP,BP Plc,26.23,-0.050000000000001,-0.19%,0.00%,37057,34.9%,65.1%,0.53693334992327,05/28/21
KO,Coca-Cola Company,55.29,-0.2,-0.36%,1.45%,36290,39.3%,60.7%,0.64834665697674,05/28/21
GOTU,Gsx Techedu Inc ADR,18.54,-0.64,-3.34%,60.69%,34967,38.4%,61.6%,0.62252331678344,05/28/21
UWMC,Uwm Hldg Corp,8.89,-0.28,-3.05%,2.68%,33817,6.5%,93.5%,0.069988925802879,05/28/21
GOOGL,Alphabet Cl A,2356.85,-5.83,-0.25%,0.00%,33266,37.6%,62.4%,0.6037217374536,05/28/21
JMIA,Jumia Technologies Ag ADR,29.19,-0.51,-1.72%,0.00%,33180,36.3%,63.7%,0.56872015507541,05/28/21
CHWY,Chewy Inc,73.62,-1.66,-2.21%,17.61%,32892,39.5%,60.5%,0.65161938237509,05/28/21
TELL,Tellurian Inc,4.36,0.47,+12.08%,17.91%,32870,14.7%,85.3%,0.17171069047874,05/28/21
ULTA,Ulta Beauty Inc,345.36,17,+5.18%,4.53%,32692,33.3%,66.7%,0.50004588418831,05/28/21
GS,Goldman Sachs Group,372.02,0.64999999999998,+0.18%,1.17%,32509,47.6%,52.4%,0.90903752422338,05/28/21
FUTU,Futu Holdings Ltd,142.27,1.06,+0.75%,0.37%,32312,19.3%,80.7%,0.23871957063446,05/28/21
SHOP,Shopify Inc,1242.87,2.03,+0.16%,0.30%,31691,38.6%,61.4%,0.62835268728805,05/28/21
HD,Home Depot,318.91,0.14000000000004,+0.04%,0.51%,31356,34.9%,65.1%,0.53668218573879,05/28/21
CSCO,Cisco Systems Inc,52.9,-0.02,-0.04%,4.23%,31210,45.2%,54.8%,0.82418610088258,05/28/21
BBY,Best Buy Company,116.24,-1.9,-1.61%,12.28%,30617,43.8%,56.2%,0.78016163730449,05/28/21
STNE,Stoneco Ltd Cl A,65.97,-0.35,-0.53%,29.82%,30559,85.1%,14.9%,5.6956617002629,05/28/21
ARVL,Arrival,19.19,-0.77,-3.86%,5.35%,29889,8.9%,91.1%,0.098012563829396,05/28/21
OXY,Occidental Petroleum Corp,25.96,-0.11,-0.42%,0.00%,29518,22.6%,77.4%,0.29226862796603,05/28/21
KERN,Akerna Corp Cl A,4.38,0.31,+7.62%,42.33%,29497,0.5%,99.5%,0.004871567759079,05/28/21
GNUS,Genius Brands International Inc,1.76,-0.05,-2.76%,5.24%,29373,18.6%,81.4%,0.22827632349251,05/28/21
CVX,Chevron Corp,103.79,0.78,+0.76%,0.00%,29216,29.7%,70.3%,0.4228109476965,05/28/21
LMND,Lemonade Inc,90.47,4.47,+5.20%,6.87%,29170,43.2%,56.8%,0.76030414579687,05/28/21
CRWD,Crowdstrike Holdings Inc,222.15,-0.66,-0.30%,7.40%,28223,28.9%,71.1%,0.40720981252493,05/28/21
AFRM,Affirm Holdings Inc Cl A,60.81,3.52,+6.14%,6.37%,28078,30.8%,69.2%,0.44419298426088,05/28/21
TIGR,Up Fintech Holding Ltd ADR,22.79,0.59,+2.66%,10.08%,27931,30.6%,69.4%,0.44167440900175,05/28/21
CVS,CVS Corp,86.44,0.019999999999996,+0.02%,2.53%,27389,50.9%,49.1%,1.0381753237089,05/28/21
SDC,Smiledirectclub Inc,8.21,0.06,+0.74%,6.49%,27142,5.4%,94.6%,0.056766858744744,05/28/21
TDOC,Teladoc Health Inc,150.58,1.58,+1.06%,2.89%,26827,25.1%,74.9%,0.33580640342578,05/28/21
NUE,Nucor Corp,102.54,1.49,+1.47%,30.46%,26826,37.5%,62.5%,0.60040567951318,05/28/21
AG,First Majestic Silver,17.78,0.15,+0.85%,0.00%,26743,29.0%,71.0%,0.40856420520383,05/28/21
NKE,Nike Inc,136.46,-0.099999999999994,-0.07%,41.58%,26590,48.6%,51.4%,0.94527763552564,05/28/21
LYFT,Lyft Inc Cl A,57.09,1.6,+2.88%,0.00%,26372,42.3%,57.7%,0.73215106732348,05/28/21
RCL,Royal Caribbean Cruises Ltd,93.27,-1.49,-1.57%,2.05%,26366,33.2%,66.8%,0.49662258046205,05/28/21
BGCP,Bgc Partners Cl A,5.9,0.24,+4.24%,5.79%,26342,1.2%,98.8%,0.012608595371723,05/28/21
TGT,Target Corp,226.92,-0.45000000000002,-0.20%,0.00%,25792,38.6%,61.4%,0.62889983579639,05/28/21
HEXO,Hexo Corp,7.18,0.65,+9.95%,2.88%,25603,4.4%,95.6%,0.046045105409381,05/28/21
MGM,MGM Resorts International,42.87,-0.92,-2.10%,1.53%,25574,32.6%,67.4%,0.48323860341028,05/28/21
NNDM,Nano Dimension Ads,7.1,-0.28,-3.79%,0.15%,25527,14.2%,85.8%,0.16604238991412,05/28/21
NEE,Nextera Energy,73.22,0.22,+0.30%,0.09%,25450,23.4%,76.6%,0.30566386209727,05/28/21
DLTR,Dollar Tree Inc,97.5,-2.61,-2.61%,7.19%,25113,40.3%,59.7%,0.67464657241931,05/28/21
JWN,Nordstrom,33.54,-0.76,-2.22%,2.39%,24732,26.0%,74.0%,0.35154926498716,05/28/21
MRK,Merck & Company,75.89,-0.030000000000001,-0.04%,10.69%,24607,46.7%,53.3%,0.87682099000839,05/28/21
MS,Morgan Stanley,90.95,0.65000000000001,+0.72%,0.00%,24571,29.0%,71.0%,0.4088876146789,05/28/21
DOCU,Docusign Inc,201.62,2.22,+1.11%,11.67%,24515,29.5%,70.5%,0.4184458716658,05/28/21
EBAY,Ebay Inc,60.88,1.37,+2.30%,0.00%,24344,46.2%,53.8%,0.85988234395294,05/28/21
MRO,Marathon Oil Corp,12.11,0.02,+0.17%,0.00%,24291,18.6%,81.4%,0.22917720878454,05/28/21
ABBV,Abbvie Inc,113.2,0.88000000000001,+0.78%,14.69%,24163,39.6%,60.4%,0.65477331872346,05/28/21
INO,Inovio Pharma,7.55,-0.02,-0.26%,0.88%,24074,9.8%,90.2%,0.10863458438867,05/28/21
JNJ,Johnson & Johnson,169.25,0.44,+0.26%,1.45%,23958,43.4%,56.6%,0.7675962815405,05/28/21
OKTA,Okta Inc Cl A,222.44,0.04,+0.02%,0.00%,23671,32.9%,67.1%,0.49042941695001,05/28/21
LAZR,Luminar Technologies Inc,20.51,-0.6,-2.84%,4.32%,23643,58.1%,41.9%,1.384328358209,05/28/21
LLY,Eli Lilly and Company,199.74,0.54000000000002,+0.27%,23.53%,23143,82.0%,18.0%,4.5485495085111,05/28/21
GOOG,Alphabet Cl C,2411.56,9.05,+0.38%,0.52%,22884,44.2%,55.8%,0.79355748883141,05/28/21
SBUX,Starbucks Corp,113.88,0.37,+0.33%,0.59%,22604,43.9%,56.1%,0.78264984227129,05/28/21
CCJ,Cameco Corp,19.97,-0.6,-2.92%,3.44%,22534,20.7%,79.3%,0.26106665174324,05/28/21
ROOT,Root Inc,9.12,0.21,+2.36%,4.98%,21936,2.0%,98.0%,0.020706342189754,05/28/21
SRNE,Sorrento Therpt,7.52,-0.23,-2.97%,3.26%,21801,10.6%,89.4%,0.11857362750128,05/28/21
ORCL,Oracle Corp,78.74,-0.24000000000001,-0.30%,32.06%,21795,45.3%,54.7%,0.82920688208141,05/28/21
ETSY,Etsy Inc,164.73,-2.01,-1.21%,0.00%,21738,45.5%,54.5%,0.83474004051317,05/28/21
FDX,Fedex Corp,314.81,-0.77999999999997,-0.25%,27.09%,21272,31.0%,69.0%,0.4488489306634,05/28/21
DDD,3D Systems Corp,29.41,-1.48,-4.79%,14.71%,20770,23.8%,76.2%,0.31281208520321,05/28/21
SLB,Schlumberger N.V.,31.33,-0.010000000000002,-0.03%,0.00%,20610,33.6%,66.4%,0.50690940995832,05/28/21
PENN,Penn Natl Gaming Inc,81.97,-1.29,-1.55%,0.00%,20252,25.9%,74.1%,0.34959349593496,05/28/21
BNGO,Bionano Genomics Inc,6.17,-0.05,-0.80%,0.72%,20124,36.3%,63.7%,0.56900046779978,05/28/21
CAT,Caterpillar Inc,241.08,-0.19999999999999,-0.08%,0.00%,20119,41.6%,58.4%,0.7116726220861,05/28/21
UPS,United Parcel Service,214.6,1.8,+0.85%,10.32%,19874,31.6%,68.4%,0.4611086604911,05/28/21
DASH,Doordash Inc Cl A,150.28,-2.54,-1.66%,6.57%,19636,32.3%,67.7%,0.4767240730992,05/28/21
GPRO,Gopro Inc Cl A,11.22,-0.28,-2.43%,4.58%,19593,9.2%,90.8%,0.10178260136085,05/28/21
FRX,Forest Road Acquisition Corp Cl A,10.04,0.079999999999998,+0.80%,28.40%,19215,2.6%,97.4%,0.0271007055805,05/28/21
HPE,Hewlett Packard Enterprise Comp,15.96,-0.38,-2.33%,8.46%,19187,69.4%,30.6%,2.2642055120789,05/28/21
CHPT,Chargepoint Hldgs Inc,24.35,-0.98,-3.87%,2.01%,19046,24.7%,75.3%,0.32835820895522,05/28/21
HIMX,Himax Technologies,13.11,0.74,+5.98%,1.63%,18963,28.4%,71.6%,0.39639175257732,05/28/21
NRZ,New Residential Investment Corp,10.58,-0.01,-0.09%,0.00%,18811,11.7%,88.3%,0.13216972615107,05/28/21
IBM,International Business Machines,143.74,-0.079999999999984,-0.06%,0.00%,18728,49.2%,50.8%,0.96846752154719,05/28/21
MA,Mastercard Inc,360.58,-1.42,-0.39%,0.00%,18532,62.6%,37.4%,1.6707018302349,05/28/21
BOX,Box Inc,23.31,0.44,+1.92%,1.81%,18491,20.8%,79.2%,0.26304644808743,05/28/21
BILI,Bilibili Inc ADR,107.18,3.18,+3.06%,1.02%,18285,18.9%,81.1%,0.23372242088928,05/28/21
LOW,Lowe's Companies,194.83,1.06,+0.55%,1.73%,18199,54.8%,45.2%,1.2131825367871,05/28/21
DELL,Dell Technologies Inc,98.64,-1.06,-1.06%,0.43%,18114,60.0%,40.0%,1.4984827586207,05/28/21
Z,Zillow Group Cl C,117.32,1.97,+1.71%,0.00%,17976,39.4%,60.6%,0.65053714075842,05/28/21
BFLY,Butterfly Network Inc,11.75,0.33,+2.89%,18.61%,17965,3.6%,96.4%,0.036940836940837,05/28/21
NNOX,Nano-X Imaging Ltd,25,-1,-3.85%,5.32%,17901,10.7%,89.3%,0.12014266941994,05/28/21
MO,Altria Group,49.22,0.019999999999996,+0.04%,2.51%,17852,44.1%,55.9%,0.7878818227341,05/28/21
HL,Hecla Mining Company,9,0.029999999999999,+0.33%,4.57%,17429,29.6%,70.4%,0.41987780040733,05/28/21
WYNN,Wynn Resorts Ltd,131.87,-0.8,-0.60%,0.56%,17177,40.8%,59.2%,0.68865513173417,05/28/21
ABEV,Ambev S.A.,3.46,0.09,+2.67%,1.81%,17171,1.6%,98.4%,0.016215896312955,05/28/21
CAN,Canaan Inc ADR,8.4,-0.75,-8.20%,7.25%,17138,11.6%,88.4%,0.1309971622781,05/28/21
CMCSA,Comcast Corp A,57.34,0,0.00%,5.49%,16865,21.1%,78.9%,0.26785445797624,05/28/21
UPST,Upstart Holdings Inc,148.22,-18.61,-11.16%,61.88%,16840,25.1%,74.9%,0.33544805709754,05/28/21
SIRI,Sirius XM Holdings,6.25,0.04,+0.64%,4.09%,16411,44.5%,55.5%,0.80083397344453,05/28/21
NTNX,Nutanix Inc,31.51,-0.39,-1.22%,3.53%,16196,49.7%,50.3%,0.98626441010547,05/28/21
LB,L Brands Inc,69.87,0.43000000000001,+0.62%,0.00%,16176,70.8%,29.2%,2.4300254452926,05/28/21
GILD,Gilead Sciences Inc,66.11,0.21,+0.32%,0.00%,16000,55.7%,44.4%,1.2547914317926,05/28/21
BLNK,Blink Charging Company,34,-1.14,-3.24%,2.14%,15965,43.7%,56.3%,0.77724590893911,05/28/21
STIC,Northern Star Acquisition Cl A,11.17,1.18,+11.81%,73.66%,15894,14.8%,85.2%,0.17333530193415,05/28/21
WBT,Welbilt Inc,24.71,4.79,+24.05%,0.00%,15699,25.8%,74.2%,0.34790074697347,05/28/21
FEYE,Fireeye Inc,22.37,0.22,+0.99%,24.89%,15696,8.2%,91.8%,0.08962165914613,05/28/21
ADSK,Autodesk Inc,285.86,-0.81,-0.28%,0.00%,15624,53.9%,46.1%,1.1669902912621,05/28/21
LUV,Southwest Airlines Company,61.46,-0.27,-0.44%,0.00%,15564,33.6%,66.4%,0.50697134004648,05/28/21
BRK.B,Berkshire Hathaway Cl B,289.44,0.13999999999999,+0.05%,14.84%,15553,29.1%,70.9%,0.41134301270417,05/28/21
GRWG,Growgeneration Corp,44.41,2.09,+4.94%,0.77%,15552,29.7%,70.3%,0.4232634757939,05/28/21
KR,Kroger Company,36.98,0.69,+1.90%,21.71%,15459,22.7%,77.3%,0.29342369477912,05/28/21
ZNGA,Zynga Inc Cl A,10.84,0.07,+0.65%,3.30%,15320,11.6%,88.4%,0.13162948736889,05/28/21
WISH,Contextlogic Inc Cl A,7.94,-0.41,-4.91%,5.40%,15319,22.4%,77.6%,0.28785203867171,05/28/21
AA,Alcoa Corp,39.67,0.66,+1.69%,4.35%,15168,31.6%,68.4%,0.46239876590821,05/28/21
APPS,Digital Turbine,66.17,-0.21,-0.32%,27.36%,15090,35.3%,64.7%,0.54642344742775,05/28/21
NRG,NRG Energy,32.15,-0.19,-0.59%,11.91%,14916,3.6%,96.4%,0.037706970919716,05/28/21
AMGN,Amgen Inc,237.94,2.63,+1.12%,8.09%,14863,20.0%,80.0%,0.25077842295717,05/28/21
GES,Guess Inc,29.37,-1.42,-4.61%,0.54%,14724,1.4%,98.6%,0.014329016257922,05/28/21
BIIB,Biogen Inc,267.48,0.11,+0.04%,93.64%,14713,48.8%,51.2%,0.95288027608176,05/28/21
ADBE,Adobe Systems Inc,504.58,6.3,+1.26%,12.58%,14660,53.0%,47.0%,1.1286481777262,05/28/21
DVN,Devon Energy Corp,26.56,-0.09,-0.34%,0.00%,14638,13.4%,86.6%,0.15414334148072,05/28/21
DBX,Dropbox Inc,27.35,-0.42,-1.51%,10.31%,14415,13.7%,86.3%,0.15820343885586,05/28/21
PG,Procter & Gamble Company,134.85,-0.13,-0.10%,9.90%,14335,41.0%,59.0%,0.69504552441764,05/28/21
IDEX,Ideanomics Inc,2.88,-0.12,-4.00%,2.58%,14265,8.9%,91.1%,0.098236969743629,05/28/21
KGC,Kinross Gold Corp,8.1,0.13,+1.63%,0.00%,14140,25.4%,74.6%,0.34091986723566,05/28/21
SCHW,The Charles Schwab Corp,73.85,0,0.00%,0.00%,14137,68.5%,31.5%,2.171864482836,05/28/21
ZS,Zscaler Inc,194.2,-0.06,-0.03%,0.00%,13807,36.0%,64.0%,0.56311558926752,05/28/21
SPLK,Splunk Inc,121.2,0.38,+0.31%,59.01%,13804,54.4%,45.6%,1.1935483870968,05/28/21
AGNC,Agnc Investment Corp,18.54,0.03,+0.16%,0.00%,13701,61.0%,39.0%,1.562371423228,05/28/21
DISCA,Discovery Comm A,32.11,-0.41,-1.26%,4.81%,13692,13.9%,86.1%,0.16191446028513,05/28/21
HYLN,Hyliion Hldg Corp Cl A,10.51,-0.5,-4.54%,10.74%,13583,21.1%,78.9%,0.26778047414598,05/28/21
KODK,Eastman Kodak,7.12,-0.3,-4.04%,0.98%,13413,14.0%,86.0%,0.16301049163271,05/28/21
STEM,Stem Inc,25.34,-0.66,-2.54%,0.00%,13322,44.4%,55.6%,0.79735563950351,05/28/21
MNMD,Mind Medicine Mindmed Inc,3.4,0.26,+8.28%,12.95%,13245,7.9%,92.1%,0.085477790526143,05/28/21
MPC,Marathon Petroleum Corp,61.8,0.4,+0.65%,6.29%,13233,57.7%,42.3%,1.3613490364026,05/28/21
OGI,Organigram Hlds Inc,3.21,0.31,+10.69%,3.22%,13160,5.4%,94.6%,0.057028112449799,05/28/21
BSX,Boston Scientific Corp,42.55,0.59,+1.41%,12.56%,13037,21.5%,78.5%,0.27364204767487,05/28/21
EMAN,Emagin Corp,4.07,1.41,+53.01%,6.51%,12895,13.7%,86.3%,0.15889278331985,05/28/21
SABR,Sabre Corp,13.85,0.04,+0.29%,0.86%,12840,47.3%,52.7%,0.89828503843879,05/28/21
GOGO,Gogo Inc,13.62,-0.03,-0.22%,7.24%,12837,10.3%,89.7%,0.11461318051576,05/28/21
MRVL,Marvell Technology Inc,48.3,-0.06,-0.12%,7.38%,12703,37.0%,63.0%,0.58628871128871,05/28/21
WB,Weibo Corp Ads,50.84,-0.09,-0.18%,2.63%,12682,0.9%,99.1%,0.008669370874095,05/28/21
AZN,Astrazeneca Plc,56.77,-0.12,-0.21%,5.62%,12618,53.3%,46.7%,1.1415478615071,05/28/21
AI,C3.Ai Inc Cl A,61.71,-1.49,-2.36%,17.96%,12547,21.8%,78.2%,0.27913140992966,05/28/21
WBA,Walgreens Boots Alliance,52.66,-0.38,-0.72%,9.03%,12533,43.8%,56.2%,0.77924474730267,05/28/21
TTD,Trade Desk Inc,588.14,3.56,+0.61%,2.79%,12527,29.6%,70.4%,0.41981185537799,05/28/21
EVFM,Evofem Biosciences Inc,0.86,0.053,+6.57%,45.79%,12367,1.9%,98.1%,0.019202241635075,05/28/21
BMY,Bristol-Myers Squibb Company,65.72,0.010000000000005,+0.02%,0.13%,12264,38.6%,61.4%,0.62738853503185,05/28/21
EXPE,Expedia Group Inc,176.95,2.84,+1.63%,1.17%,12197,43.7%,56.3%,0.77747012532789,05/28/21
MTCH,Match Group Inc,143.38,0.37,+0.26%,3.29%,12068,58.6%,41.4%,1.4126349460216,05/28/21
PLBY,Plby Group Inc,45.57,0.72,+1.61%,15.17%,12051,15.7%,84.3%,0.18647238357783,05/28/21
NEM,Newmont Mining Corp,73.48,0.39,+0.53%,1.50%,12035,38.3%,61.7%,0.62109375,05/28/21
PLAN,Anaplan Inc,51.51,1.9,+3.83%,0.00%,12019,17.1%,82.9%,0.20660576247365,05/28/21
CNK,Cinemark Holdings Inc,22.66,-1.31,-5.47%,5.16%,12002,3.9%,96.1%,0.040936686903729,05/28/21
DNN,Denison Mines Corp,1.25,-0.07,-5.30%,2.95%,11813,6.4%,93.6%,0.067890074127644,05/28/21
WRAP,Wrap Technologies Inc,8.96,1.34,+17.59%,8.68%,11772,11.5%,88.5%,0.12953367875648,05/28/21
VXRT,Vaxart Inc,6.62,-0.07,-1.05%,4.78%,11680,21.3%,78.7%,0.27011744236625,05/28/21
WDC,Western Digital Cp,75.23,-0.63,-0.83%,0.01%,11521,46.8%,53.2%,0.88128674069236,05/28/21
AVGO,Broadcom Ltd,472.33,4.65,+0.99%,27.24%,11500,35.3%,64.7%,0.546738399462,05/28/21
PAGS,Pagseguro Digital Ltd Cl A,49.11,0.1,+0.20%,31.71%,11303,41.1%,58.9%,0.69714714714715,05/28/21
LULU,Lululemon Athletica,323.13,-4.98,-1.52%,33.11%,11298,48.7%,51.3%,0.94793103448276,05/28/21
MOXC,Moxian Inc,10.6,-6.33,-37.39%,51.28%,11271,57.8%,42.2%,1.3673597983617,05/28/21
ON,On Semiconductor,40.04,-0.23,-0.57%,0.00%,11201,8.5%,91.5%,0.093313811615422,05/28/21
SOLO,Electrameccanica Vehs Corp,3.75,-0.06,-1.57%,1.46%,11110,8.7%,91.3%,0.095660749506903,05/28/21
RIG,Transocean Inc,3.78,-0.09,-2.33%,2.25%,11040,12.3%,87.7%,0.14026027680231,05/28/21
SPWR,Sunpower Corp,23.39,-0.37,-1.56%,7.64%,10956,22.6%,77.4%,0.29167649139354,05/28/21
